sim_idx,partition,event_type,event_target,is_fault
989,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
990,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
991,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
992,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
993,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
994,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
995,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
996,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
997,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
998,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
999,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1000,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1001,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1002,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1003,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1004,monitoring,flt_1phg_shc_w_arc,MainLn3-4,True
1005,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1006,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1007,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1008,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1009,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1010,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1011,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1012,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1013,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1014,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1015,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1016,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1017,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1018,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1019,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1020,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1021,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1022,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1023,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1024,evaluation,flt_1phg_shc_w_arc,MainLn5-6,True
1025,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1026,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1027,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1028,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1029,evaluation,flt_1phg_shc_w_arc,MainLn6-7,True
1030,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1031,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1032,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1033,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1034,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1035,monitoring,flt_1phg_shc_w_arc,MainLn7-8,True
1036,monitoring,flt_1phg_shc_w_arc,MainLn7-8,True
1037,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1038,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1039,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1040,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1041,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1042,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1043,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1044,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1045,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1046,monitoring,flt_1phg_shc_w_arc,MainLn8-9,True
1047,evaluation,flt_1phg_shc_w_arc,MainLn8-9,True
1048,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1049,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1050,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1051,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1052,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1053,monitoring,flt_1phg_shc_w_arc,MainLn9-10,True
1054,optimization,flt_1phg_shc_w_arc,MainBus1,True
1055,optimization,flt_1phg_shc_w_arc,MainBus10,True
1056,optimization,flt_1phg_shc_w_arc,MainBus11,True
1057,evaluation,flt_1phg_shc_w_arc,MainBus12,True
1058,optimization,flt_1phg_shc_w_arc,MainBus13,True
1059,optimization,flt_1phg_shc_w_arc,MainBus14,True
1060,optimization,flt_1phg_shc_w_arc,MainBus2,True
1061,monitoring,flt_1phg_shc_w_arc,MainBus3,True
1062,optimization,flt_1phg_shc_w_arc,MainBus4,True
1063,optimization,flt_1phg_shc_w_arc,MainBus5,True
1064,optimization,flt_1phg_shc_w_arc,MainBus6,True
1065,optimization,flt_1phg_shc_w_arc,MainBus7,True
1066,optimization,flt_1phg_shc_w_arc,MainBus8,True
1067,optimization,flt_1phg_shc_w_arc,MainBus9,True
1068,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1069,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1070,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1071,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1072,monitoring,flt_1phg_shc_w_arc,MainLn1-2,True
1073,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1074,evaluation,flt_1phg_shc_w_arc,MainLn10-11,True
1075,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1076,monitoring,flt_1phg_shc_w_arc,MainLn10-11,True
1077,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1078,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1079,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1080,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1081,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1082,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1083,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1084,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1085,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1086,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1087,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1088,monitoring,flt_1phg_shc_w_arc,MainLn2-3,True
1089,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1090,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1091,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1092,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1093,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1094,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1095,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1096,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1097,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1098,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1099,monitoring,flt_1phg_shc_w_arc,MainLn3-8,True
1100,monitoring,flt_1phg_shc_w_arc,MainLn3-8,True
1101,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1102,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1103,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1104,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1105,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1106,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1107,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1108,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1109,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1110,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1111,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1112,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1113,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1114,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1115,evaluation,flt_1phg_shc_w_arc,MainLn5-6,True
1116,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1117,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1118,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1119,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1120,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1121,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1122,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1123,monitoring,flt_1phg_shc_w_arc,MainLn7-8,True
1124,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1125,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1126,evaluation,flt_1phg_shc_w_arc,MainLn7-8,True
1127,monitoring,flt_1phg_shc_w_arc,MainLn7-8,True
1128,evaluation,flt_1phg_shc_w_arc,MainLn8-14,True
1129,evaluation,flt_1phg_shc_w_arc,MainLn8-14,True
1130,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1131,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1132,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1133,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1134,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1135,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1136,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1137,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1138,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1139,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1140,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1141,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1142,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1143,optimization,flt_1phg_shc_w_arc,MainBus1,True
1144,optimization,flt_1phg_shc_w_arc,MainBus10,True
1145,optimization,flt_1phg_shc_w_arc,MainBus11,True
1146,optimization,flt_1phg_shc_w_arc,MainBus12,True
1147,optimization,flt_1phg_shc_w_arc,MainBus13,True
1148,optimization,flt_1phg_shc_w_arc,MainBus14,True
1149,optimization,flt_1phg_shc_w_arc,MainBus2,True
1150,optimization,flt_1phg_shc_w_arc,MainBus3,True
1151,optimization,flt_1phg_shc_w_arc,MainBus4,True
1152,optimization,flt_1phg_shc_w_arc,MainBus5,True
1153,optimization,flt_1phg_shc_w_arc,MainBus6,True
1154,optimization,flt_1phg_shc_w_arc,MainBus7,True
1155,monitoring,flt_1phg_shc_w_arc,MainBus8,True
1156,optimization,flt_1phg_shc_w_arc,MainBus9,True
1157,evaluation,flt_1phg_shc_w_arc,MainLn1-2,True
1158,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1159,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1160,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1161,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1162,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1163,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1164,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1165,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1166,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1167,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1168,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1169,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1170,monitoring,flt_1phg_shc_w_arc,MainLn12-13,True
1171,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1172,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1173,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1174,evaluation,flt_1phg_shc_w_arc,MainLn13-14,True
1175,evaluation,flt_1phg_shc_w_arc,MainLn13-14,True
1176,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1177,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1178,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1179,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1180,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1181,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1182,monitoring,flt_1phg_shc_w_arc,MainLn3-4,True
1183,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1184,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1185,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1186,evaluation,flt_1phg_shc_w_arc,MainLn3-4,True
1187,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1188,monitoring,flt_1phg_shc_w_arc,MainLn3-8,True
1189,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1190,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1191,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1192,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1193,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1194,monitoring,flt_1phg_shc_w_arc,MainLn4-11,True
1195,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1196,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1197,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1198,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1199,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1200,evaluation,flt_1phg_shc_w_arc,MainLn4-5,True
1201,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1202,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1203,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1204,evaluation,flt_1phg_shc_w_arc,MainLn5-6,True
1205,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1206,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1207,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1208,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1209,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1210,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1211,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1212,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1213,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1214,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1215,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1216,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1217,monitoring,flt_1phg_shc_w_arc,MainLn8-14,True
1218,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1219,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1220,evaluation,flt_1phg_shc_w_arc,MainLn8-14,True
1221,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1222,evaluation,flt_1phg_shc_w_arc,MainLn8-9,True
1223,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1224,monitoring,flt_1phg_shc_w_arc,MainLn8-9,True
1225,monitoring,flt_1phg_shc_w_arc,MainLn8-9,True
1226,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1227,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1228,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1229,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1230,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1231,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1232,optimization,flt_1phg_shc_w_arc,MainBus1,True
1233,monitoring,flt_1phg_shc_w_arc,MainBus10,True
1234,optimization,flt_1phg_shc_w_arc,MainBus11,True
1235,evaluation,flt_1phg_shc_w_arc,MainBus12,True
1236,optimization,flt_1phg_shc_w_arc,MainBus13,True
1237,optimization,flt_1phg_shc_w_arc,MainBus14,True
1238,optimization,flt_1phg_shc_w_arc,MainBus2,True
1239,optimization,flt_1phg_shc_w_arc,MainBus3,True
1240,optimization,flt_1phg_shc_w_arc,MainBus4,True
1241,optimization,flt_1phg_shc_w_arc,MainBus5,True
1242,optimization,flt_1phg_shc_w_arc,MainBus6,True
1243,optimization,flt_1phg_shc_w_arc,MainBus7,True
1244,optimization,flt_1phg_shc_w_arc,MainBus8,True
1245,monitoring,flt_1phg_shc_w_arc,MainBus9,True
1246,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1247,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1248,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1249,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1250,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1251,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1252,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1253,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1254,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1255,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1256,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1257,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1258,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1259,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1260,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1261,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1262,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1263,monitoring,flt_1phg_shc_w_arc,MainLn13-14,True
1264,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1265,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1266,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1267,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1268,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1269,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1270,evaluation,flt_1phg_shc_w_arc,MainLn2-3,True
1271,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1272,monitoring,flt_1phg_shc_w_arc,MainLn3-4,True
1273,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1274,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1275,monitoring,flt_1phg_shc_w_arc,MainLn3-4,True
1276,monitoring,flt_1phg_shc_w_arc,MainLn3-8,True
1277,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1278,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1279,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1280,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1281,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1282,monitoring,flt_1phg_shc_w_arc,MainLn4-11,True
1283,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1284,monitoring,flt_1phg_shc_w_arc,MainLn4-11,True
1285,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1286,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1287,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1288,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1289,evaluation,flt_1phg_shc_w_arc,MainLn4-5,True
1290,monitoring,flt_1phg_shc_w_arc,MainLn4-5,True
1291,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1292,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1293,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1294,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1295,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1296,monitoring,flt_1phg_shc_w_arc,MainLn6-7,True
1297,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1298,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1299,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1300,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1301,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1302,evaluation,flt_1phg_shc_w_arc,MainLn7-8,True
1303,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1304,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1305,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1306,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1307,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1308,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1309,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1310,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1311,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1312,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1313,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1314,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1315,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1316,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1317,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1318,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1319,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1320,monitoring,flt_1phg_shc_w_arc,MainLn9-10,True
1321,optimization,flt_1phg_shc_w_arc,MainBus1,True
1322,evaluation,flt_1phg_shc_w_arc,MainBus10,True
1323,optimization,flt_1phg_shc_w_arc,MainBus11,True
1324,optimization,flt_1phg_shc_w_arc,MainBus12,True
1325,optimization,flt_1phg_shc_w_arc,MainBus13,True
1326,optimization,flt_1phg_shc_w_arc,MainBus14,True
1327,optimization,flt_1phg_shc_w_arc,MainBus2,True
1328,optimization,flt_1phg_shc_w_arc,MainBus3,True
1329,optimization,flt_1phg_shc_w_arc,MainBus4,True
1330,optimization,flt_1phg_shc_w_arc,MainBus5,True
1331,monitoring,flt_1phg_shc_w_arc,MainBus6,True
1332,optimization,flt_1phg_shc_w_arc,MainBus7,True
1333,optimization,flt_1phg_shc_w_arc,MainBus8,True
1334,optimization,flt_1phg_shc_w_arc,MainBus9,True
1335,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1336,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1337,monitoring,flt_1phg_shc_w_arc,MainLn1-2,True
1338,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1339,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1340,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1341,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1342,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1343,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1344,optimization,flt_1phg_shc_w_arc,MainLn10-11,True
1345,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1346,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1347,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1348,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1349,optimization,flt_1phg_shc_w_arc,MainLn12-13,True
1350,monitoring,flt_1phg_shc_w_arc,MainLn13-14,True
1351,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1352,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1353,monitoring,flt_1phg_shc_w_arc,MainLn13-14,True
1354,optimization,flt_1phg_shc_w_arc,MainLn13-14,True
1355,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1356,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1357,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1358,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1359,optimization,flt_1phg_shc_w_arc,MainLn2-3,True
1360,evaluation,flt_1phg_shc_w_arc,MainLn3-4,True
1361,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1362,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1363,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1364,optimization,flt_1phg_shc_w_arc,MainLn3-4,True
1365,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1366,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1367,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1368,monitoring,flt_1phg_shc_w_arc,MainLn3-8,True
1369,optimization,flt_1phg_shc_w_arc,MainLn3-8,True
1370,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1371,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1372,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1373,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1374,optimization,flt_1phg_shc_w_arc,MainLn4-11,True
1375,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1376,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1377,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1378,monitoring,flt_1phg_shc_w_arc,MainLn4-5,True
1379,optimization,flt_1phg_shc_w_arc,MainLn4-5,True
1380,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1381,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1382,monitoring,flt_1phg_shc_w_arc,MainLn5-6,True
1383,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1384,optimization,flt_1phg_shc_w_arc,MainLn5-6,True
1385,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1386,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1387,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1388,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1389,optimization,flt_1phg_shc_w_arc,MainLn6-7,True
1390,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1391,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1392,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1393,evaluation,flt_1phg_shc_w_arc,MainLn7-8,True
1394,optimization,flt_1phg_shc_w_arc,MainLn7-8,True
1395,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1396,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1397,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1398,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1399,optimization,flt_1phg_shc_w_arc,MainLn8-14,True
1400,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1401,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1402,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1403,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1404,optimization,flt_1phg_shc_w_arc,MainLn8-9,True
1405,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1406,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1407,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1408,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1409,optimization,flt_1phg_shc_w_arc,MainLn9-10,True
1410,optimization,flt_1phg_shc_w_arc,MainBus1,True
1411,optimization,flt_1phg_shc_w_arc,MainBus10,True
1412,optimization,flt_1phg_shc_w_arc,MainBus11,True
1413,optimization,flt_1phg_shc_w_arc,MainBus12,True
1414,optimization,flt_1phg_shc_w_arc,MainBus13,True
1415,optimization,flt_1phg_shc_w_arc,MainBus14,True
1416,monitoring,flt_1phg_shc_w_arc,MainBus2,True
1417,evaluation,flt_1phg_shc_w_arc,MainBus3,True
1418,optimization,flt_1phg_shc_w_arc,MainBus4,True
1419,evaluation,flt_1phg_shc_w_arc,MainBus5,True
1420,optimization,flt_1phg_shc_w_arc,MainBus6,True
1421,monitoring,flt_1phg_shc_w_arc,MainBus7,True
1422,optimization,flt_1phg_shc_w_arc,MainBus8,True
1423,monitoring,flt_1phg_shc_w_arc,MainBus9,True
1424,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1425,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1426,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
1427,optimization,flt_1phg_shc_w_arc,MainLn1-2,True
